Unit ID,Condition,Persona,Story,Source unit,Atom,Atomic text,Argument label,AM label,Statement type,AM evidence,AM reason,In validation sample,Human reviewed,Human review label,Human corrected evidence/reason
C-D-02-003-01,C,D,2,3,1,"By focusing on small, positive changes, you can create an atmosphere that feels brighter and more fulfilling.You might start your mornings with gentle stretches or a leisurely breakfast, taking time to enjoy each bite.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"too much claim without evidence from persona, made up or hallucinated"
C-D-02-004-01,C,D,2,4,1,"An afternoon walk can become a refreshing break, allowing you to soak in the fresh air and appreciate the sights around you.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-02-005-01,C,D,2,5,1,"Connecting with others, whether through a phone call or a visit, can also add warmth and joy to your day.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-02-006-01,C,D,2,6,1,"Engaging in a hobby, like reading or gardening, can spark creativity and keep your mind active.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-02-007-01,C,D,2,7,1,"These small actions can energize you and enhance your well-being.As the week unfolds, take time to reflect on what brings you happiness.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-02-008-01,C,D,2,8,1,"Remember, it's about embracing each moment and finding joy in everyday activities.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-D-02-009-01,C,D,2,9,1,"Consider what makes you feel alive, and hold onto those experiences as you create a fulfilling week ahead.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
C-D-03-001-01,C,D,3,1,1,"This week, you can focus on recovery and finding a balance between activity and rest.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-03-002-01,C,D,3,2,1,Each day offers a chance to listen to your body and respond to its needs.,Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-D-03-003-01,C,D,3,3,1,"By setting aside time for both gentle movement and relaxation, you can create a rhythm that supports your overall well-being.Consider starting your day with a short, light activity, such as stretching or a leisurely walk.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-03-004-01,C,D,3,4,1,This can help energize you and set a positive tone for the day.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-03-005-01,C,D,3,5,1,"Afterward, allow yourself time to rest, perhaps with a book or some quiet music.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,Yes,Yes,NOT_APPLICABLE,No persona-checkable assertion
C-D-03-006-01,C,D,3,6,1,"Throughout the week, aim to include moments of activity, like gardening or light household tasks, followed by periods of rest.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-D-03-007-01,C,D,3,7,1,"This balance can help you feel more refreshed and engaged.As the week progresses, take a moment to reflect on how this balance affects your mood and energy levels.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,no activities specified 
C-D-03-008-01,C,D,3,8,1,Notice what activities bring you joy and which moments of rest feel most restorative.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-03-009-01,C,D,3,9,1,This awareness can guide you in creating a routine that nurtures both your body and mind.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-04-001-01,C,D,4,1,1,"As the week unfolds, it offers a gentle reminder to focus on recovery and the importance of balancing activity with restful moments.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
C-D-04-002-01,C,D,4,2,1,Each day is an opportunity to explore how movement and rest can work together to support your wellbeing.,Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"exageration, no activity"
C-D-04-003-01,C,D,4,3,1,"A mindful approach can enhance your daily experiences, allowing you to find joy in both active moments and quiet reflection.Consider beginning your days with light stretches or a leisurely walk.",Not assessed,UNSUPPORTED,Recommendation,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",No,No,,
C-D-04-004-01,C,D,4,4,1,"These gentle movements can awaken your body and spirit, easing any stiffness while promoting a sense of energy.",Not assessed,UNSUPPORTED,Personal factual assertion,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.","No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile.",Yes,Yes,UNSUPPORTED,"No matching activity, preference, relationship, frequency, motive, or experience was found in the matched profile."
C-D-04-005-01,C,D,4,5,1,"Following these activities, taking time to rest becomes equally vital.",Not assessed,NOT_APPLICABLE,Narrative/rhetorical or general statement,No persona-checkable assertion,No persona-checkable assertion,No,No,,
